NO_OF_FRAMES	9217
NO_OF_CAMERAS	8
NO_OF_MARKERS	3
FREQUENCY	150
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-01-16, 10:54:23.294	2216.09629770
DATA_INCLUDED	3D
MARKER_NAMES	marker1		
Frame	Time	marker1 X	marker1 Y	marker1 Z	 X	 Y	 Z	 X	 Y	 Z	
5190	34.59333	1224.526	165.972	247.424	0.000	0.000	0.000	0.000	0.000	0.000
5191	34.60000	1223.432	166.975	249.818	0.000	0.000	0.000	0.000	0.000	0.000
5192	34.60667	1222.281	167.993	252.272	0.000	0.000	0.000	0.000	0.000	0.000
5193	34.61333	1221.115	169.259	254.685	0.000	0.000	0.000	0.000	0.000	0.000
5194	34.62000	1219.672	170.708	256.915	0.000	0.000	0.000	0.000	0.000	0.000
5195	34.62667	1218.028	172.096	259.165	0.000	0.000	0.000	0.000	0.000	0.000
5196	34.63333	1216.234	173.581	261.347	0.000	0.000	0.000	0.000	0.000	0.000
5197	34.64000	1214.333	175.037	263.308	0.000	0.000	0.000	0.000	0.000	0.000
5198	34.64667	1212.372	176.655	265.252	0.000	0.000	0.000	0.000	0.000	0.000
5199	34.65333	1210.256	178.446	267.207	0.000	0.000	0.000	0.000	0.000	0.000
5200	34.66000	1208.026	180.227	268.999	0.000	0.000	0.000	0.000	0.000	0.000
5201	34.66667	1205.648	182.112	270.739	0.000	0.000	0.000	0.000	0.000	0.000
5202	34.67333	1203.191	183.985	272.266	0.000	0.000	0.000	0.000	0.000	0.000
5203	34.68000	1200.560	185.973	273.636	0.000	0.000	0.000	0.000	0.000	0.000
5204	34.68667	1198.022	188.032	275.143	0.000	0.000	0.000	0.000	0.000	0.000
5205	34.69333	1195.172	189.956	276.146	0.000	0.000	0.000	0.000	0.000	0.000
5206	34.70000	1192.365	192.057	277.369	0.000	0.000	0.000	0.000	0.000	0.000
5207	34.70667	1189.293	194.154	278.265	0.000	0.000	0.000	0.000	0.000	0.000
5208	34.71333	1186.141	196.459	279.022	0.000	0.000	0.000	0.000	0.000	0.000
5209	34.72000	1183.030	198.374	279.457	0.000	0.000	0.000	0.000	0.000	0.000
5210	34.72667	1179.797	200.594	280.187	0.000	0.000	0.000	0.000	0.000	0.000
5211	34.73333	1176.344	202.515	280.628	0.000	0.000	0.000	0.000	0.000	0.000
5212	34.74000	1172.919	204.712	280.696	0.000	0.000	0.000	0.000	0.000	0.000
5213	34.74667	1169.401	206.894	280.800	0.000	0.000	0.000	0.000	0.000	0.000
5214	34.75333	1165.795	209.030	281.033	0.000	0.000	0.000	0.000	0.000	0.000
5215	34.76000	1162.131	211.166	280.908	0.000	0.000	0.000	0.000	0.000	0.000
5216	34.76667	1158.168	213.569	280.501	0.000	0.000	0.000	0.000	0.000	0.000
5217	34.77333	1154.428	215.643	280.196	0.000	0.000	0.000	0.000	0.000	0.000
5218	34.78000	1150.436	217.697	279.645	0.000	0.000	0.000	0.000	0.000	0.000
5219	34.78667	1146.456	219.820	278.996	0.000	0.000	0.000	0.000	0.000	0.000
5220	34.79333	1142.457	221.729	278.113	0.000	0.000	0.000	0.000	0.000	0.000
5221	34.80000	1138.158	223.951	277.204	0.000	0.000	0.000	0.000	0.000	0.000
5222	34.80667	1134.170	225.951	276.347	0.000	0.000	0.000	0.000	0.000	0.000
5223	34.81333	1129.807	227.958	275.208	0.000	0.000	0.000	0.000	0.000	0.000
5224	34.82000	1125.573	229.766	273.905	0.000	0.000	0.000	0.000	0.000	0.000
5225	34.82667	1121.083	231.710	272.701	0.000	0.000	0.000	0.000	0.000	0.000
5226	34.83333	1116.707	233.724	271.155	0.000	0.000	0.000	0.000	0.000	0.000
5227	34.84000	1112.159	235.437	269.799	0.000	0.000	0.000	0.000	0.000	0.000
5228	34.84667	1107.843	237.146	268.231	0.000	0.000	0.000	0.000	0.000	0.000
5229	34.85333	1103.202	238.797	266.586	0.000	0.000	0.000	0.000	0.000	0.000
5230	34.86000	1098.563	240.434	264.703	0.000	0.000	0.000	0.000	0.000	0.000
5231	34.86667	1094.094	242.053	263.060	0.000	0.000	0.000	0.000	0.000	0.000
5232	34.87333	1089.346	243.609	260.962	0.000	0.000	0.000	0.000	0.000	0.000
5233	34.88000	1084.853	245.033	258.756	0.000	0.000	0.000	0.000	0.000	0.000
5234	34.88667	1080.350	246.673	256.693	0.000	0.000	0.000	0.000	0.000	0.000
5235	34.89333	1075.898	247.950	254.341	0.000	0.000	0.000	0.000	0.000	0.000
5236	34.90000	1071.543	249.236	251.727	0.000	0.000	0.000	0.000	0.000	0.000
5237	34.90667	1067.031	250.494	249.115	0.000	0.000	0.000	0.000	0.000	0.000
5238	34.91333	1062.934	251.680	246.442	0.000	0.000	0.000	0.000	0.000	0.000
5239	34.92000	1058.769	252.874	243.733	0.000	0.000	0.000	0.000	0.000	0.000
5240	34.92667	1054.513	253.792	241.158	0.000	0.000	0.000	0.000	0.000	0.000
5241	34.93333	1050.183	254.860	238.399	0.000	0.000	0.000	0.000	0.000	0.000
5242	34.94000	1046.133	255.677	235.783	0.000	0.000	0.000	0.000	0.000	0.000
5243	34.94667	1041.679	256.423	233.360	0.000	0.000	0.000	0.000	0.000	0.000
5244	34.95333	1037.340	256.921	230.820	0.000	0.000	0.000	0.000	0.000	0.000
5245	34.96000	1032.980	257.479	228.435	0.000	0.000	0.000	0.000	0.000	0.000
5246	34.96667	1028.314	257.807	226.048	0.000	0.000	0.000	0.000	0.000	0.000
5247	34.97333	1023.936	258.215	223.531	0.000	0.000	0.000	0.000	0.000	0.000
5248	34.98000	1019.246	258.464	221.179	0.000	0.000	0.000	0.000	0.000	0.000
5249	34.98667	1014.896	258.523	218.747	0.000	0.000	0.000	0.000	0.000	0.000
5250	34.99333	1010.400	258.764	216.214	0.000	0.000	0.000	0.000	0.000	0.000
5251	35.00000	1006.068	258.707	213.822	0.000	0.000	0.000	0.000	0.000	0.000
5252	35.00667	1001.941	258.686	211.419	0.000	0.000	0.000	0.000	0.000	0.000
5253	35.01333	997.705	258.583	209.014	0.000	0.000	0.000	0.000	0.000	0.000
5254	35.02000	993.536	258.347	206.794	0.000	0.000	0.000	0.000	0.000	0.000
5255	35.02667	989.598	258.088	204.726	0.000	0.000	0.000	0.000	0.000	0.000
5256	35.03333	985.579	257.690	202.690	0.000	0.000	0.000	0.000	0.000	0.000
5257	35.04000	981.397	257.094	200.887	0.000	0.000	0.000	0.000	0.000	0.000
5258	35.04667	977.444	256.575	199.298	0.000	0.000	0.000	0.000	0.000	0.000
5259	35.05333	973.539	256.092	197.651	0.000	0.000	0.000	0.000	0.000	0.000
5260	35.06000	969.430	255.468	196.137	0.000	0.000	0.000	0.000	0.000	0.000
5261	35.06667	965.502	254.744	194.847	0.000	0.000	0.000	0.000	0.000	0.000
5262	35.07333	961.628	253.819	193.440	0.000	0.000	0.000	0.000	0.000	0.000
5263	35.08000	957.677	253.050	192.328	0.000	0.000	0.000	0.000	0.000	0.000
5264	35.08667	953.916	252.126	191.277	0.000	0.000	0.000	0.000	0.000	0.000
5265	35.09333	950.345	251.158	190.281	0.000	0.000	0.000	0.000	0.000	0.000
5266	35.10000	946.797	250.340	189.547	0.000	0.000	0.000	0.000	0.000	0.000
5267	35.10667	943.364	249.434	188.818	0.000	0.000	0.000	0.000	0.000	0.000
5268	35.11333	940.070	248.528	188.418	0.000	0.000	0.000	0.000	0.000	0.000
5269	35.12000	936.849	247.661	187.953	0.000	0.000	0.000	0.000	0.000	0.000
5270	35.12667	933.882	246.865	187.537	0.000	0.000	0.000	0.000	0.000	0.000
5271	35.13333	930.996	246.031	187.216	0.000	0.000	0.000	0.000	0.000	0.000
5272	35.14000	928.332	245.260	187.182	0.000	0.000	0.000	0.000	0.000	0.000
5273	35.14667	925.731	244.570	187.047	0.000	0.000	0.000	0.000	0.000	0.000
5274	35.15333	923.274	243.918	187.122	0.000	0.000	0.000	0.000	0.000	0.000
5275	35.16000	921.042	243.382	187.321	0.000	0.000	0.000	0.000	0.000	0.000
5276	35.16667	919.091	243.069	187.650	0.000	0.000	0.000	0.000	0.000	0.000
5277	35.17333	917.128	242.669	187.993	0.000	0.000	0.000	0.000	0.000	0.000
5278	35.18000	915.185	242.323	188.646	0.000	0.000	0.000	0.000	0.000	0.000
5279	35.18667	913.547	242.134	189.395	0.000	0.000	0.000	0.000	0.000	0.000
5280	35.19333	911.935	242.068	190.094	0.000	0.000	0.000	0.000	0.000	0.000
5281	35.20000	910.562	241.964	191.013	0.000	0.000	0.000	0.000	0.000	0.000
5282	35.20667	909.240	241.844	191.815	0.000	0.000	0.000	0.000	0.000	0.000
5283	35.21333	908.105	241.845	192.639	0.000	0.000	0.000	0.000	0.000	0.000
5284	35.22000	907.141	241.790	193.362	0.000	0.000	0.000	0.000	0.000	0.000
5285	35.22667	906.185	242.003	194.398	0.000	0.000	0.000	0.000	0.000	0.000
5286	35.23333	905.577	242.334	195.513	0.000	0.000	0.000	0.000	0.000	0.000
5287	35.24000	905.278	242.607	196.572	0.000	0.000	0.000	0.000	0.000	0.000
5288	35.24667	904.900	243.008	197.964	0.000	0.000	0.000	0.000	0.000	0.000
5289	35.25333	904.765	243.595	199.427	0.000	0.000	0.000	0.000	0.000	0.000
5290	35.26000	904.705	244.200	200.771	0.000	0.000	0.000	0.000	0.000	0.000
5291	35.26667	904.964	244.963	202.403	0.000	0.000	0.000	0.000	0.000	0.000
5292	35.27333	905.273	245.790	204.057	0.000	0.000	0.000	0.000	0.000	0.000
5293	35.28000	905.759	246.535	205.775	0.000	0.000	0.000	0.000	0.000	0.000
5294	35.28667	906.434	247.368	207.604	0.000	0.000	0.000	0.000	0.000	0.000
5295	35.29333	907.246	248.467	209.496	0.000	0.000	0.000	0.000	0.000	0.000
5296	35.30000	908.239	249.521	211.516	0.000	0.000	0.000	0.000	0.000	0.000
5297	35.30667	909.328	250.454	213.512	0.000	0.000	0.000	0.000	0.000	0.000
5298	35.31333	910.461	251.379	215.840	0.000	0.000	0.000	0.000	0.000	0.000
5299	35.32000	911.738	252.642	218.141	0.000	0.000	0.000	0.000	0.000	0.000
5300	35.32667	913.329	253.577	220.580	0.000	0.000	0.000	0.000	0.000	0.000
5301	35.33333	914.900	254.773	222.957	0.000	0.000	0.000	0.000	0.000	0.000
5302	35.34000	916.572	255.625	225.541	0.000	0.000	0.000	0.000	0.000	0.000
5303	35.34667	918.533	256.745	228.106	0.000	0.000	0.000	0.000	0.000	0.000
5304	35.35333	920.414	257.967	230.597	0.000	0.000	0.000	0.000	0.000	0.000
5305	35.36000	922.546	259.220	233.103	0.000	0.000	0.000	0.000	0.000	0.000
5306	35.36667	924.985	260.290	235.922	0.000	0.000	0.000	0.000	0.000	0.000
5307	35.37333	927.277	261.469	238.563	0.000	0.000	0.000	0.000	0.000	0.000
5308	35.38000	929.963	262.679	241.223	0.000	0.000	0.000	0.000	0.000	0.000
5309	35.38667	932.670	263.899	243.921	0.000	0.000	0.000	0.000	0.000	0.000
5310	35.39333	935.484	264.976	246.719	0.000	0.000	0.000	0.000	0.000	0.000
5311	35.40000	938.301	266.302	249.304	0.000	0.000	0.000	0.000	0.000	0.000
5312	35.40667	941.299	267.568	251.955	0.000	0.000	0.000	0.000	0.000	0.000
5313	35.41333	944.575	268.700	254.711	0.000	0.000	0.000	0.000	0.000	0.000
5314	35.42000	947.718	269.993	257.218	0.000	0.000	0.000	0.000	0.000	0.000
5315	35.42667	950.964	271.024	259.790	0.000	0.000	0.000	0.000	0.000	0.000
5316	35.43333	954.213	271.986	262.255	0.000	0.000	0.000	0.000	0.000	0.000
5317	35.44000	957.415	272.909	264.759	0.000	0.000	0.000	0.000	0.000	0.000
5318	35.44667	960.618	273.857	267.116	0.000	0.000	0.000	0.000	0.000	0.000
5319	35.45333	963.786	274.598	269.666	0.000	0.000	0.000	0.000	0.000	0.000
5320	35.46000	966.747	275.311	271.897	0.000	0.000	0.000	0.000	0.000	0.000
5321	35.46667	969.691	275.653	274.156	0.000	0.000	0.000	0.000	0.000	0.000
5322	35.47333	972.436	276.132	276.179	0.000	0.000	0.000	0.000	0.000	0.000
5323	35.48000	975.227	276.547	278.195	0.000	0.000	0.000	0.000	0.000	0.000
5324	35.48667	977.938	276.890	279.918	0.000	0.000	0.000	0.000	0.000	0.000
5325	35.49333	980.593	277.265	281.444	0.000	0.000	0.000	0.000	0.000	0.000
5326	35.50000	983.344	277.572	283.054	0.000	0.000	0.000	0.000	0.000	0.000
5327	35.50667	985.948	278.006	284.330	0.000	0.000	0.000	0.000	0.000	0.000
5328	35.51333	988.560	278.407	285.413	0.000	0.000	0.000	0.000	0.000	0.000
5329	35.52000	991.228	278.835	286.400	0.000	0.000	0.000	0.000	0.000	0.000
5330	35.52667	994.037	279.182	287.252	0.000	0.000	0.000	0.000	0.000	0.000
5331	35.53333	996.749	279.669	287.907	0.000	0.000	0.000	0.000	0.000	0.000
5332	35.54000	999.492	280.154	288.406	0.000	0.000	0.000	0.000	0.000	0.000
5333	35.54667	1002.194	280.840	288.703	0.000	0.000	0.000	0.000	0.000	0.000
5334	35.55333	1004.771	281.297	288.806	0.000	0.000	0.000	0.000	0.000	0.000
5335	35.56000	1007.351	281.632	288.771	0.000	0.000	0.000	0.000	0.000	0.000
5336	35.56667	1009.874	282.033	288.768	0.000	0.000	0.000	0.000	0.000	0.000
5337	35.57333	1012.243	282.458	288.547	0.000	0.000	0.000	0.000	0.000	0.000
5338	35.58000	1014.382	282.870	288.002	0.000	0.000	0.000	0.000	0.000	0.000
5339	35.58667	1016.374	283.216	287.326	0.000	0.000	0.000	0.000	0.000	0.000
5340	35.59333	1018.227	283.636	286.532	0.000	0.000	0.000	0.000	0.000	0.000
5341	35.60000	1020.011	284.032	285.670	0.000	0.000	0.000	0.000	0.000	0.000
5342	35.60667	1021.582	284.305	284.430	0.000	0.000	0.000	0.000	0.000	0.000
5343	35.61333	1023.046	284.544	283.175	0.000	0.000	0.000	0.000	0.000	0.000
5344	35.62000	1024.361	284.731	281.939	0.000	0.000	0.000	0.000	0.000	0.000
5345	35.62667	1025.625	285.108	280.356	0.000	0.000	0.000	0.000	0.000	0.000
5346	35.63333	1026.652	285.162	278.623	0.000	0.000	0.000	0.000	0.000	0.000
5347	35.64000	1027.710	285.233	276.977	0.000	0.000	0.000	0.000	0.000	0.000
5348	35.64667	1028.445	285.184	275.053	0.000	0.000	0.000	0.000	0.000	0.000
5349	35.65333	1029.323	285.257	273.035	0.000	0.000	0.000	0.000	0.000	0.000
5350	35.66000	1029.831	285.088	270.947	0.000	0.000	0.000	0.000	0.000	0.000
5351	35.66667	1030.362	284.754	268.809	0.000	0.000	0.000	0.000	0.000	0.000
5352	35.67333	1030.598	284.485	266.395	0.000	0.000	0.000	0.000	0.000	0.000
5353	35.68000	1030.724	284.164	264.318	0.000	0.000	0.000	0.000	0.000	0.000
5354	35.68667	1030.496	283.622	261.925	0.000	0.000	0.000	0.000	0.000	0.000
5355	35.69333	1030.195	282.907	259.567	0.000	0.000	0.000	0.000	0.000	0.000
5356	35.70000	1029.767	282.044	257.243	0.000	0.000	0.000	0.000	0.000	0.000
5357	35.70667	1029.070	281.219	254.850	0.000	0.000	0.000	0.000	0.000	0.000
5358	35.71333	1028.365	280.124	252.482	0.000	0.000	0.000	0.000	0.000	0.000
5359	35.72000	1027.442	279.144	250.065	0.000	0.000	0.000	0.000	0.000	0.000
5360	35.72667	1026.447	278.141	247.614	0.000	0.000	0.000	0.000	0.000	0.000
5361	35.73333	1025.319	276.892	245.151	0.000	0.000	0.000	0.000	0.000	0.000
5362	35.74000	1023.911	275.844	242.633	0.000	0.000	0.000	0.000	0.000	0.000
5363	35.74667	1022.573	274.415	240.279	0.000	0.000	0.000	0.000	0.000	0.000
5364	35.75333	1021.017	272.992	237.704	0.000	0.000	0.000	0.000	0.000	0.000
5365	35.76000	1019.403	271.563	235.527	0.000	0.000	0.000	0.000	0.000	0.000
5366	35.76667	1017.688	270.034	233.098	0.000	0.000	0.000	0.000	0.000	0.000
5367	35.77333	1015.733	268.355	230.981	0.000	0.000	0.000	0.000	0.000	0.000
5368	35.78000	1013.910	266.867	228.887	0.000	0.000	0.000	0.000	0.000	0.000
5369	35.78667	1011.810	264.861	226.949	0.000	0.000	0.000	0.000	0.000	0.000
5370	35.79333	1009.623	263.180	224.934	0.000	0.000	0.000	0.000	0.000	0.000
5371	35.80000	1007.290	261.382	222.980	0.000	0.000	0.000	0.000	0.000	0.000
5372	35.80667	1004.894	259.254	221.266	0.000	0.000	0.000	0.000	0.000	0.000
5373	35.81333	1002.326	257.541	219.612	0.000	0.000	0.000	0.000	0.000	0.000
5374	35.82000	999.637	255.840	217.827	0.000	0.000	0.000	0.000	0.000	0.000
5375	35.82667	996.943	253.867	216.309	0.000	0.000	0.000	0.000	0.000	0.000
5376	35.83333	994.307	252.097	214.758	0.000	0.000	0.000	0.000	0.000	0.000
5377	35.84000	991.556	250.148	213.274	0.000	0.000	0.000	0.000	0.000	0.000
5378	35.84667	988.736	248.285	211.907	0.000	0.000	0.000	0.000	0.000	0.000
5379	35.85333	985.795	246.520	210.491	0.000	0.000	0.000	0.000	0.000	0.000
5380	35.86000	982.825	244.750	209.307	0.000	0.000	0.000	0.000	0.000	0.000
5381	35.86667	979.839	242.899	208.216	0.000	0.000	0.000	0.000	0.000	0.000
5382	35.87333	976.903	241.053	207.224	0.000	0.000	0.000	0.000	0.000	0.000
5383	35.88000	973.854	239.614	206.320	0.000	0.000	0.000	0.000	0.000	0.000
5384	35.88667	970.663	237.761	205.540	0.000	0.000	0.000	0.000	0.000	0.000
5385	35.89333	967.454	236.056	204.824	0.000	0.000	0.000	0.000	0.000	0.000
5386	35.90000	964.418	234.327	204.270	0.000	0.000	0.000	0.000	0.000	0.000
5387	35.90667	961.350	232.706	203.809	0.000	0.000	0.000	0.000	0.000	0.000
5388	35.91333	958.224	231.225	203.275	0.000	0.000	0.000	0.000	0.000	0.000
5389	35.92000	955.197	229.585	202.812	0.000	0.000	0.000	0.000	0.000	0.000
5390	35.92667	952.293	228.130	202.687	0.000	0.000	0.000	0.000	0.000	0.000
5391	35.93333	949.474	226.769	202.410	0.000	0.000	0.000	0.000	0.000	0.000
5392	35.94000	946.650	225.403	202.379	0.000	0.000	0.000	0.000	0.000	0.000
5393	35.94667	943.958	224.164	202.327	0.000	0.000	0.000	0.000	0.000	0.000
5394	35.95333	941.320	222.985	202.347	0.000	0.000	0.000	0.000	0.000	0.000
5395	35.96000	938.784	221.944	202.317	0.000	0.000	0.000	0.000	0.000	0.000
5396	35.96667	936.439	220.927	202.651	0.000	0.000	0.000	0.000	0.000	0.000
5397	35.97333	934.206	220.144	203.020	0.000	0.000	0.000	0.000	0.000	0.000
5398	35.98000	932.044	219.364	203.528	0.000	0.000	0.000	0.000	0.000	0.000
5399	35.98667	930.049	218.612	204.149	0.000	0.000	0.000	0.000	0.000	0.000
5400	35.99333	928.406	217.998	204.875	0.000	0.000	0.000	0.000	0.000	0.000
5401	36.00000	926.832	217.525	205.775	0.000	0.000	0.000	0.000	0.000	0.000
5402	36.00667	925.222	217.084	206.688	0.000	0.000	0.000	0.000	0.000	0.000
5403	36.01333	924.184	216.748	207.836	0.000	0.000	0.000	0.000	0.000	0.000
5404	36.02000	922.887	216.493	208.960	0.000	0.000	0.000	0.000	0.000	0.000
5405	36.02667	922.105	216.576	210.212	0.000	0.000	0.000	0.000	0.000	0.000
5406	36.03333	921.235	216.404	211.649	0.000	0.000	0.000	0.000	0.000	0.000
5407	36.04000	920.806	216.581	213.033	0.000	0.000	0.000	0.000	0.000	0.000
5408	36.04667	920.552	216.802	214.742	0.000	0.000	0.000	0.000	0.000	0.000
5409	36.05333	920.204	217.282	216.300	0.000	0.000	0.000	0.000	0.000	0.000
5410	36.06000	920.170	217.774	217.956	0.000	0.000	0.000	0.000	0.000	0.000
5411	36.06667	920.357	218.287	219.702	0.000	0.000	0.000	0.000	0.000	0.000
5412	36.07333	920.696	218.922	221.586	0.000	0.000	0.000	0.000	0.000	0.000
5413	36.08000	921.231	219.676	223.514	0.000	0.000	0.000	0.000	0.000	0.000
5414	36.08667	921.835	220.399	225.386	0.000	0.000	0.000	0.000	0.000	0.000
5415	36.09333	922.654	221.098	227.412	0.000	0.000	0.000	0.000	0.000	0.000
5416	36.10000	923.566	222.029	229.452	0.000	0.000	0.000	0.000	0.000	0.000
5417	36.10667	924.677	223.034	231.573	0.000	0.000	0.000	0.000	0.000	0.000
5418	36.11333	925.748	224.169	233.683	0.000	0.000	0.000	0.000	0.000	0.000
5419	36.12000	926.837	224.998	235.864	0.000	0.000	0.000	0.000	0.000	0.000
5420	36.12667	928.136	226.032	237.917	0.000	0.000	0.000	0.000	0.000	0.000
5421	36.13333	929.567	227.092	240.133	0.000	0.000	0.000	0.000	0.000	0.000
5422	36.14000	930.866	228.247	242.238	0.000	0.000	0.000	0.000	0.000	0.000
5423	36.14667	932.307	229.311	244.349	0.000	0.000	0.000	0.000	0.000	0.000
5424	36.15333	934.000	230.269	246.575	0.000	0.000	0.000	0.000	0.000	0.000
5425	36.16000	935.496	231.181	248.671	0.000	0.000	0.000	0.000	0.000	0.000
5426	36.16667	937.385	232.096	250.827	0.000	0.000	0.000	0.000	0.000	0.000
5427	36.17333	939.008	233.114	252.866	0.000	0.000	0.000	0.000	0.000	0.000
5428	36.18000	940.952	234.133	254.790	0.000	0.000	0.000	0.000	0.000	0.000
5429	36.18667	942.814	235.116	256.663	0.000	0.000	0.000	0.000	0.000	0.000
5430	36.19333	944.884	235.931	258.480	0.000	0.000	0.000	0.000	0.000	0.000
5431	36.20000	946.898	237.071	260.197	0.000	0.000	0.000	0.000	0.000	0.000
5432	36.20667	949.093	237.865	261.874	0.000	0.000	0.000	0.000	0.000	0.000
5433	36.21333	951.398	238.974	263.471	0.000	0.000	0.000	0.000	0.000	0.000
5434	36.22000	953.691	239.825	264.968	0.000	0.000	0.000	0.000	0.000	0.000
5435	36.22667	956.016	240.712	266.477	0.000	0.000	0.000	0.000	0.000	0.000
5436	36.23333	958.369	241.543	267.683	0.000	0.000	0.000	0.000	0.000	0.000
5437	36.24000	960.859	242.308	268.981	0.000	0.000	0.000	0.000	0.000	0.000
5438	36.24667	963.368	243.069	270.219	0.000	0.000	0.000	0.000	0.000	0.000
5439	36.25333	965.783	243.811	271.246	0.000	0.000	0.000	0.000	0.000	0.000
5440	36.26000	968.116	244.528	272.162	0.000	0.000	0.000	0.000	0.000	0.000
5441	36.26667	970.685	245.341	273.046	0.000	0.000	0.000	0.000	0.000	0.000
5442	36.27333	973.161	245.943	273.688	0.000	0.000	0.000	0.000	0.000	0.000
5443	36.28000	975.782	246.725	274.372	0.000	0.000	0.000	0.000	0.000	0.000
5444	36.28667	978.316	247.266	274.729	0.000	0.000	0.000	0.000	0.000	0.000
5445	36.29333	980.801	248.028	275.133	0.000	0.000	0.000	0.000	0.000	0.000
5446	36.30000	983.395	248.744	275.326	0.000	0.000	0.000	0.000	0.000	0.000
5447	36.30667	985.958	249.414	275.314	0.000	0.000	0.000	0.000	0.000	0.000
5448	36.31333	988.589	250.006	275.442	0.000	0.000	0.000	0.000	0.000	0.000
5449	36.32000	991.258	250.532	275.210	0.000	0.000	0.000	0.000	0.000	0.000
5450	36.32667	993.966	251.063	274.894	0.000	0.000	0.000	0.000	0.000	0.000
5451	36.33333	996.636	251.680	274.427	0.000	0.000	0.000	0.000	0.000	0.000
5452	36.34000	999.270	252.148	273.900	0.000	0.000	0.000	0.000	0.000	0.000
5453	36.34667	1001.909	252.685	273.208	0.000	0.000	0.000	0.000	0.000	0.000
5454	36.35333	1004.579	253.189	272.485	0.000	0.000	0.000	0.000	0.000	0.000
5455	36.36000	1007.195	253.638	271.595	0.000	0.000	0.000	0.000	0.000	0.000
5456	36.36667	1009.638	254.026	270.473	0.000	0.000	0.000	0.000	0.000	0.000
5457	36.37333	1012.045	254.564	269.191	0.000	0.000	0.000	0.000	0.000	0.000
5458	36.38000	1014.464	255.023	267.954	0.000	0.000	0.000	0.000	0.000	0.000
5459	36.38667	1016.830	255.441	266.615	0.000	0.000	0.000	0.000	0.000	0.000
5460	36.39333	1019.124	255.844	265.124	0.000	0.000	0.000	0.000	0.000	0.000
5461	36.40000	1021.280	256.069	263.285	0.000	0.000	0.000	0.000	0.000	0.000
5462	36.40667	1023.478	256.366	261.620	0.000	0.000	0.000	0.000	0.000	0.000
5463	36.41333	1025.587	256.524	259.675	0.000	0.000	0.000	0.000	0.000	0.000
5464	36.42000	1027.535	256.747	257.667	0.000	0.000	0.000	0.000	0.000	0.000
5465	36.42667	1029.338	256.932	255.442	0.000	0.000	0.000	0.000	0.000	0.000
5466	36.43333	1031.222	257.026	253.408	0.000	0.000	0.000	0.000	0.000	0.000
5467	36.44000	1032.759	256.955	251.138	0.000	0.000	0.000	0.000	0.000	0.000
5468	36.44667	1034.271	257.017	248.866	0.000	0.000	0.000	0.000	0.000	0.000
5469	36.45333	1035.711	256.661	246.632	0.000	0.000	0.000	0.000	0.000	0.000
5470	36.46000	1037.018	256.478	244.187	0.000	0.000	0.000	0.000	0.000	0.000
5471	36.46667	1038.041	256.273	241.905	0.000	0.000	0.000	0.000	0.000	0.000
5472	36.47333	1039.152	255.863	239.509	0.000	0.000	0.000	0.000	0.000	0.000
5473	36.48000	1039.876	255.313	237.036	0.000	0.000	0.000	0.000	0.000	0.000
5474	36.48667	1040.589	254.636	234.552	0.000	0.000	0.000	0.000	0.000	0.000
5475	36.49333	1040.977	254.033	232.165	0.000	0.000	0.000	0.000	0.000	0.000
5476	36.50000	1041.275	253.385	229.836	0.000	0.000	0.000	0.000	0.000	0.000
5477	36.50667	1041.377	252.547	227.550	0.000	0.000	0.000	0.000	0.000	0.000
5478	36.51333	1041.293	251.606	225.300	0.000	0.000	0.000	0.000	0.000	0.000
5479	36.52000	1040.984	250.766	223.070	0.000	0.000	0.000	0.000	0.000	0.000
5480	36.52667	1040.572	249.579	220.986	0.000	0.000	0.000	0.000	0.000	0.000
5481	36.53333	1039.980	248.505	218.846	0.000	0.000	0.000	0.000	0.000	0.000
5482	36.54000	1039.292	247.325	216.863	0.000	0.000	0.000	0.000	0.000	0.000
5483	36.54667	1038.516	246.065	214.990	0.000	0.000	0.000	0.000	0.000	0.000
5484	36.55333	1037.399	244.896	213.040	0.000	0.000	0.000	0.000	0.000	0.000
5485	36.56000	1036.173	243.643	211.243	0.000	0.000	0.000	0.000	0.000	0.000
5486	36.56667	1034.967	242.326	209.481	0.000	0.000	0.000	0.000	0.000	0.000
5487	36.57333	1033.569	241.165	207.970	0.000	0.000	0.000	0.000	0.000	0.000
5488	36.58000	1032.127	239.871	206.361	0.000	0.000	0.000	0.000	0.000	0.000
5489	36.58667	1030.397	238.428	204.777	0.000	0.000	0.000	0.000	0.000	0.000
5490	36.59333	1028.691	237.041	203.436	0.000	0.000	0.000	0.000	0.000	0.000
5491	36.60000	1026.756	235.610	202.162	0.000	0.000	0.000	0.000	0.000	0.000
5492	36.60667	1024.760	234.226	200.884	0.000	0.000	0.000	0.000	0.000	0.000
5493	36.61333	1022.658	232.891	199.894	0.000	0.000	0.000	0.000	0.000	0.000
5494	36.62000	1020.320	231.373	198.963	0.000	0.000	0.000	0.000	0.000	0.000
5495	36.62667	1017.971	229.791	198.028	0.000	0.000	0.000	0.000	0.000	0.000
5496	36.63333	1015.529	228.282	197.236	0.000	0.000	0.000	0.000	0.000	0.000
5497	36.64000	1013.018	226.934	196.591	0.000	0.000	0.000	0.000	0.000	0.000
5498	36.64667	1010.493	225.366	195.983	0.000	0.000	0.000	0.000	0.000	0.000
5499	36.65333	1007.839	223.750	195.447	0.000	0.000	0.000	0.000	0.000	0.000
